video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description
ShYiGAMjESx,17.23.02,Video JP #034,Channel_23,14,2017-02-16T11:02:00.000Z,tag1|tag2,12562669,1850814,80291,135022,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
UPYPBquNlVH,17.19.04,Video JP #035,Channel_18,9,2017-01-14T17:24:00.000Z,tag1|tag2,7173950,127758,94059,35867,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
yGsRhVaSPAT,17.05.05,Video JP #036,Channel_40,14,2017-04-25T23:37:00.000Z,tag1|tag2,41073355,1875120,81685,336831,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
kpAGfqzSptc,17.05.04,Video JP #037,Channel_6,28,2017-02-12T14:20:00.000Z,tag1|tag2,27701282,601398,90161,85105,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
ZajglKPGKhm,18.10.03,Video JP #038,Channel_19,1,2018-02-11T09:26:00.000Z,tag1|tag2,32946189,1755337,11026,394108,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
tdXGrWycIvP,18.22.04,Video JP #039,Channel_16,19,2018-03-08T08:24:00.000Z,tag1|tag2,35315001,1790359,10191,27485,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
rdGMMaipfrd,18.25.10,Video JP #040,Channel_33,2,2018-06-04T12:12:00.000Z,tag1|tag2,40810096,708652,57263,133193,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
lkuMaAYFVrw,17.24.09,Video JP #041,Channel_49,29,2017-06-09T03:12:00.000Z,tag1|tag2,21490910,1158471,15379,230790,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
drMpjeEgJHi,17.12.11,Video JP #042,Channel_38,20,2017-08-18T05:36:00.000Z,tag1|tag2,18191855,1057497,14898,152644,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
KuEjgSvhVRQ,17.01.05,Video JP #043,Channel_2,4,2017-01-07T16:23:00.000Z,tag1|tag2,30264061,634278,5730,80268,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
GAXuspdCyWF,17.17.10,Video JP #044,Channel_16,22,2017-05-23T09:27:00.000Z,tag1|tag2,25926178,959528,87659,171915,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
gVqPLDbejAT,17.10.07,Video JP #045,Channel_14,4,2017-03-23T20:36:00.000Z,tag1|tag2,24162478,845401,70042,402892,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
LagTTVuXyem,17.10.04,Video JP #046,Channel_50,6,2017-02-18T08:59:00.000Z,tag1|tag2,722944,293421,41143,129945,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
cxuqhVkZWIN,18.08.03,Video JP #047,Channel_32,21,2018-03-14T14:51:00.000Z,tag1|tag2,47434173,1909258,56016,371868,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
UzSdxrPRcml,18.10.08,Video JP #048,Channel_3,29,2018-01-18T22:56:00.000Z,tag1|tag2,24905169,1792960,9673,10288,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
owpdMIBIEzR,18.10.03,Video JP #049,Channel_49,24,2018-02-26T04:22:00.000Z,tag1|tag2,47668937,1496918,30762,305074,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
PiWDVHYGOxH,18.06.12,Video JP #050,Channel_34,1,2018-04-18T21:06:00.000Z,tag1|tag2,32135019,1856222,96777,482118,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
HeFtmQLJEJH,17.06.05,Video JP #051,Channel_21,8,2017-02-12T14:49:00.000Z,tag1|tag2,21018931,1483914,61386,377942,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
ztLCOpoEFVk,17.01.06,Video JP #052,Channel_23,15,2017-04-28T20:00:00.000Z,tag1|tag2,25409418,1059157,54645,369781,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
aqEdOnosMit,18.25.03,Video JP #053,Channel_22,11,2018-01-08T17:59:00.000Z,tag1|tag2,6816024,412344,24863,371686,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
fvIsVKVbvqf,17.11.12,Video JP #054,Channel_15,28,2017-10-03T11:18:00.000Z,tag1|tag2,28832191,482041,52778,397024,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
bdmTVhnvKRO,18.20.12,Video JP #055,Channel_30,28,2018-01-28T10:46:00.000Z,tag1|tag2,2703375,1488656,26146,463718,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
wUTQHDlXpxJ,17.21.04,Video JP #056,Channel_48,11,2017-01-05T16:05:00.000Z,tag1|tag2,9380008,1722978,15829,37517,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
NzQdpRkZfaB,17.24.08,Video JP #057,Channel_26,6,2017-06-19T13:15:00.000Z,tag1|tag2,16205641,113906,56721,384280,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
WePmvCtebcd,18.09.10,Video JP #058,Channel_10,10,2018-01-01T07:52:00.000Z,tag1|tag2,5137035,1482474,33238,12944,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
dGyxPjNoFyV,17.02.08,Video JP #059,Channel_1,7,2017-03-17T08:27:00.000Z,tag1|tag2,44659938,270188,2800,147355,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
LpgcsTPpudG,17.10.11,Video JP #060,Channel_8,7,2017-11-16T08:13:00.000Z,tag1|tag2,8234510,492599,44170,192592,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
LNZJgmXwSKg,18.15.12,Video JP #061,Channel_6,16,2018-10-10T04:03:00.000Z,tag1|tag2,25401907,1668048,10160,373149,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
MVSlyIglBBD,18.18.12,Video JP #062,Channel_40,15,2018-08-16T13:30:00.000Z,tag1|tag2,43215968,1334497,21168,22373,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
gnrAWQeMxLo,18.16.09,Video JP #063,Channel_35,18,2018-04-02T08:23:00.000Z,tag1|tag2,46059232,65217,65456,303925,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
PszqrkDNCqI,18.24.05,Video JP #064,Channel_47,5,2018-01-08T20:40:00.000Z,tag1|tag2,2262457,759533,36659,434211,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
eDnXlqvxhcy,18.07.10,Video JP #065,Channel_41,3,2018-04-19T05:28:00.000Z,tag1|tag2,23881396,414599,60214,293536,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
HLNJnWSxWAE,18.02.03,Video JP #066,Channel_27,15,2018-03-12T11:43:00.000Z,tag1|tag2,31455880,1465952,66073,459004,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
WMxhIWbNqNd,17.23.11,Video JP #067,Channel_8,26,2017-03-26T03:48:00.000Z,tag1|tag2,11712701,619754,52860,55891,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
UoXbKqwzBno,18.22.06,Video JP #068,Channel_28,5,2018-04-18T22:00:00.000Z,tag1|tag2,19668908,631443,65316,31587,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
PYAyamqOKIl,18.18.10,Video JP #069,Channel_49,1,2018-07-16T02:07:00.000Z,tag1|tag2,31160382,513279,17742,161958,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
zUFQdlOnXAf,18.14.11,Video JP #070,Channel_30,15,2018-09-19T19:55:00.000Z,tag1|tag2,41947919,1248388,97183,262754,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
bSgWJdANohe,17.13.05,Video JP #071,Channel_17,12,2017-05-06T09:29:00.000Z,tag1|tag2,46310807,795727,48804,51302,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
QcmmNoLiUPy,17.15.03,Video JP #072,Channel_2,27,2017-02-20T02:57:00.000Z,tag1|tag2,46276315,694326,27623,199699,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
gQnHfRUHbaf,17.03.06,Video JP #073,Channel_48,13,2017-06-22T04:13:00.000Z,tag1|tag2,43644940,1223760,26825,28160,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
qiSOwZmNQDI,17.28.06,Video JP #074,Channel_21,25,2017-02-06T02:43:00.000Z,tag1|tag2,28532351,252488,16312,436979,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
LqMvKBSrkNZ,18.22.02,Video JP #075,Channel_21,18,2018-02-22T19:36:00.000Z,tag1|tag2,10399782,842956,69563,67216,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
QIYjjkCEQAK,18.18.01,Video JP #076,Channel_43,24,2018-01-09T19:37:00.000Z,tag1|tag2,42233373,699895,84620,90360,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
zIeJUQQsOQV,17.01.06,Video JP #077,Channel_23,6,2017-04-11T01:55:00.000Z,tag1|tag2,18873952,1476858,92011,248677,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
uPmpocwuBAh,18.16.08,Video JP #078,Channel_20,18,2018-05-10T08:36:00.000Z,tag1|tag2,29201436,265043,97318,352609,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
ylUZsHpPbfg,18.26.06,Video JP #079,Channel_17,1,2018-03-26T06:31:00.000Z,tag1|tag2,31442752,330588,47346,133292,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
NdRFZlRMywh,18.07.12,Video JP #080,Channel_9,12,2018-10-14T01:05:00.000Z,tag1|tag2,44907498,1968287,13751,370994,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
cgdQMYOpJFW,18.07.05,Video JP #081,Channel_17,9,2018-01-22T12:49:00.000Z,tag1|tag2,10421998,965541,73082,301025,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
SEnvnWpKUKs,18.22.03,Video JP #082,Channel_30,24,2018-01-14T02:50:00.000Z,tag1|tag2,34079158,1837783,15301,91359,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
TJSPwflSWob,18.07.12,Video JP #083,Channel_14,20,2018-12-04T15:45:00.000Z,tag1|tag2,14053509,827567,87349,479817,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
QKNocLuIfit,17.13.08,Video JP #084,Channel_33,3,2017-02-15T13:58:00.000Z,tag1|tag2,8288929,34361,46003,3933,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
iyHJrsPWYXx,17.28.12,Video JP #085,Channel_27,16,2017-03-18T22:38:00.000Z,tag1|tag2,32364204,1667374,35870,96214,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
VlHTkOLBlvM,17.07.10,Video JP #086,Channel_12,3,2017-06-23T08:13:00.000Z,tag1|tag2,23183269,252015,5482,6749,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
nUGXKuTItPR,17.01.07,Video JP #087,Channel_14,28,2017-04-15T05:04:00.000Z,tag1|tag2,33384204,144200,47442,473724,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
aDkClIDsykm,18.08.08,Video JP #088,Channel_29,28,2018-02-01T11:11:00.000Z,tag1|tag2,15333058,222145,17162,321521,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
rUNJxVtHUbh,18.09.04,Video JP #089,Channel_35,23,2018-01-24T09:33:00.000Z,tag1|tag2,1294018,1542,79725,31324,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
yTXgENojFHq,18.06.03,Video JP #090,Channel_27,25,2018-01-18T20:40:00.000Z,tag1|tag2,2586892,276576,30846,110445,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
LXfsPbiaWBc,17.26.06,Video JP #091,Channel_28,28,2017-05-25T19:33:00.000Z,tag1|tag2,253019,1859054,79399,148878,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
glbxGwHAOqJ,17.11.08,Video JP #092,Channel_22,1,2017-01-06T23:17:00.000Z,tag1|tag2,39489945,711472,75471,395318,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
VjmvpuxAXfV,17.11.05,Video JP #093,Channel_19,25,2017-01-10T19:53:00.000Z,tag1|tag2,46341606,282717,5259,162224,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
VJJVhzuIWFk,17.18.11,Video JP #094,Channel_37,29,2017-05-25T21:20:00.000Z,tag1|tag2,19279060,224596,55903,411600,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
JIKDMSKRsqo,18.09.08,Video JP #095,Channel_5,25,2018-01-15T17:57:00.000Z,tag1|tag2,5824254,115507,51911,338995,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
AGHxFqxcYol,18.21.08,Video JP #096,Channel_8,14,2018-03-14T09:05:00.000Z,tag1|tag2,49746473,558779,46810,354807,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
wpzEudAxuEZ,17.08.05,Video JP #097,Channel_45,29,2017-04-18T00:17:00.000Z,tag1|tag2,39609927,293682,99302,26805,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
OgsUZZimbOx,17.24.11,Video JP #098,Channel_33,28,2017-03-16T06:21:00.000Z,tag1|tag2,38711903,732751,77036,60865,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
ubEOSTrzBvF,18.05.04,Video JP #099,Channel_45,7,2018-03-06T10:49:00.000Z,tag1|tag2,2118708,425011,35314,38864,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
EqMBGJZxLwY,17.13.11,Video JP #100,Channel_48,16,2017-06-21T06:08:00.000Z,tag1|tag2,2969873,894785,5864,13551,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
mTbcoELIZUo,18.13.05,Video JP #101,Channel_25,18,2018-01-27T08:50:00.000Z,tag1|tag2,29422402,173906,86649,382291,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
esyzpaqYRwg,18.17.04,Video JP #102,Channel_10,10,2018-04-14T05:55:00.000Z,tag1|tag2,36236031,1520246,65566,161774,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
mdfMAyvKJiG,17.06.05,Video JP #103,Channel_9,7,2017-04-17T11:56:00.000Z,tag1|tag2,47949428,459862,75629,456378,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
QlYIaLXnOvW,17.11.02,Video JP #104,Channel_31,3,2017-01-01T14:44:00.000Z,tag1|tag2,24435922,1741736,87492,139917,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
aqCRDUuQqwu,17.15.12,Video JP #105,Channel_43,15,2017-11-23T12:24:00.000Z,tag1|tag2,26859893,1955993,48916,428540,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
YcsaIWShwrq,18.14.12,Video JP #106,Channel_12,3,2018-07-13T08:30:00.000Z,tag1|tag2,33001220,763853,8229,151242,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
ypoiwJCKvFE,18.05.09,Video JP #107,Channel_35,15,2018-09-17T15:09:00.000Z,tag1|tag2,45646350,487873,84687,276373,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
ypSwEmPemkC,18.09.11,Video JP #108,Channel_13,19,2018-01-02T12:51:00.000Z,tag1|tag2,16093406,508121,2697,470701,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
sAqBqgphuro,17.04.02,Video JP #109,Channel_27,20,2017-02-22T00:25:00.000Z,tag1|tag2,30749558,1964778,33254,182135,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
xDCHxWIrYXV,18.17.12,Video JP #110,Channel_28,29,2018-04-11T02:59:00.000Z,tag1|tag2,16655607,1378933,26751,424064,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
dHWrJVKFMZO,18.24.12,Video JP #111,Channel_48,14,2018-09-14T21:16:00.000Z,tag1|tag2,8700942,554096,55749,490327,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
kPJBhBsgYxw,18.16.11,Video JP #112,Channel_37,24,2018-07-23T05:37:00.000Z,tag1|tag2,40731584,1860010,6471,47924,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
NJZqLJgaCIi,17.21.03,Video JP #113,Channel_9,4,2017-02-27T02:38:00.000Z,tag1|tag2,24566914,1336763,9960,300461,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
QQLvjbuwlPF,17.09.11,Video JP #114,Channel_44,12,2017-06-24T12:10:00.000Z,tag1|tag2,2497430,1095553,20502,151468,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
JeomHqXEBoI,17.05.12,Video JP #115,Channel_11,2,2017-07-05T10:15:00.000Z,tag1|tag2,9521968,1855187,37204,277963,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
tNMlTWASHTF,18.25.04,Video JP #116,Channel_30,1,2018-03-02T15:17:00.000Z,tag1|tag2,9426039,556741,35467,2549,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
zIjJKmWNzGl,18.03.04,Video JP #117,Channel_28,12,2018-01-20T00:29:00.000Z,tag1|tag2,23078241,540503,57881,209081,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
rqWoWjuwrJE,17.05.08,Video JP #118,Channel_50,19,2017-08-12T15:14:00.000Z,tag1|tag2,8608854,1274425,34998,94469,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
WfURlmciGMY,18.02.12,Video JP #119,Channel_42,29,2018-03-03T11:03:00.000Z,tag1|tag2,22233669,1058481,23815,467975,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
RdgSSlVJfZs,18.16.08,Video JP #120,Channel_16,19,2018-04-07T22:56:00.000Z,tag1|tag2,46812632,1652533,47630,165681,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
PeWjjRKSLqe,18.03.11,Video JP #121,Channel_1,23,2018-05-26T05:05:00.000Z,tag1|tag2,18579168,1750360,33055,99899,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
kiOQvehJYKG,18.07.05,Video JP #122,Channel_30,21,2018-04-09T09:16:00.000Z,tag1|tag2,10132844,347344,57959,209152,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
GUVVqzcVjNl,17.06.06,Video JP #123,Channel_1,2,2017-04-17T01:54:00.000Z,tag1|tag2,39510118,91990,7963,349466,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
SHyxruCgiIY,18.21.04,Video JP #124,Channel_42,1,2018-02-11T16:46:00.000Z,tag1|tag2,16245330,607695,36042,421726,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
QsPNvSoQdpv,18.07.11,Video JP #125,Channel_13,11,2018-04-06T22:18:00.000Z,tag1|tag2,8176040,977306,41074,260064,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
fLZuJsQsErv,17.25.06,Video JP #126,Channel_3,26,2017-01-27T16:23:00.000Z,tag1|tag2,43037631,1933625,30071,370300,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
RMAHeDjUqMr,17.24.08,Video JP #127,Channel_31,19,2017-06-05T05:36:00.000Z,tag1|tag2,42590146,773310,94516,104288,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
cdhwljScePi,18.05.11,Video JP #128,Channel_38,18,2018-04-16T12:26:00.000Z,tag1|tag2,9629356,256558,2215,325523,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
FiHbLJXpugn,17.21.06,Video JP #129,Channel_30,26,2017-02-10T21:12:00.000Z,tag1|tag2,29075784,1420501,84826,350522,https://example.com/thumb.jpg,False,False,False,Descripción del vídeo de muestra.
