video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description,country,trending_date_std,publish_time_std,trending_date_std_iter,publish_time_std_iter,delta_tendencia,dias_hasta_tendencia,horas_hasta_tendencia,categoria_velocidad
TyHvyGVs42U,17.01.12,"Luis Fonsi, Demi Lovato - Échame La Culpa",LuisFonsiVEVO,10,2017-11-17T05:00:01.000Z,"Luis|""Fonsi""|""Demi""|""Lovato""|""Échame""|""La""|""Culpa""|""UMLE""|""Latino""|""Latin""|""Pop""",143408235,2686169,137938,144217,https://i.ytimg.com/vi/TyHvyGVs42U/default.jpg,False,False,False,"“Échame La Culpa” disponible ya en todas las plataformas digitales: https://umle.lnk.to/ELCFp\n”Échame La Culpa” available now on all digital platforms: https://umle.lnk.to/ELCFp\n\nMusic video by Luis Fonsi, Demi Lovato performing Échame La Culpa. (C) 2017 UMG Recordings, Inc.\n\nhttp://vevo.ly/FgY9ro",GB,2017-12-01,2017-11-17 05:00:01,2017-12-01,2017-11-17 05:00:01,13 days 18:59:59,13,330.9997222222222,moderado
2Vv-BfVoq4g,17.27.11,Ed Sheeran - Perfect (Official Music Video),Ed Sheeran,10,2017-11-09T11:04:14.000Z,"edsheeran|""ed sheeran""|""acoustic""|""live""|""cover""|""official""|""remix""|""official video""|""lyrics""|""session""",138578860,2584773,49428,113639,https://i.ytimg.com/vi/2Vv-BfVoq4g/default.jpg,False,False,False,"🎧: https://ad.gt/yt-perfect\n💰: https://atlanti.cr/yt-album\nSubscribe to Ed's channel: http://bit.ly/SubscribeToEdSheeran\n\nFollow Ed on...\nFacebook: http://www.facebook.com/EdSheeranMusic\nTwitter: http://twitter.com/edsheeran\nInstagram: http://instagram.com/teddysphotos\nOfficial Website: http://edsheeran.com\n\nDirector | dp Jason Koenig\nProducer: Honna Kimmerer\nStarring: Ed Sheeran & Zoey Deutch \nDirector of Photography: Johnny Valencia\nProduction Company: Anonymous Content\nExec Producer: Nina Soriano\nProduction Manager: Doug Hoff\nCommissioner: Dan Curwin\nProduction Designer: John Lavin\nLead Casting: Amy Hubbard \n \nWritten by: Jason Koenig, Ed Sheeran, Jenny Koenig, Andrew Kolvet, Murray Cummings\n\nEdited by: Jason Koenig & Johnny Valencia\nVFX: Ian Hubert\nGraphic design by Chris Ballasciotes\n\nCast: Bo Valencia, Dennis Ranalta, Arthur Pauli\n \nSki Cinematography: Corey Koniniec\nSpecialty Camera op: Ryan Haug\n1st AC: Ryan Brown\n \n1st Assistant Director: Ole Zapatka\nArt Director: Klaus Hartl\nSnow fx: Lucien Stephenson\n\nGaffer: Thomas Berz\nStylist: Claudia Lajda\nHair & Makeup: Christel Thoresen\nAustrian Casting: Ursula Kiplinger\n \nAdditional VFX: Zoic\n\nSpecial Thanks to: The Hintertux Glacier, Austria;\nHohenhaus Tenne, and Hotel Neuhintertux",GB,2017-11-27,2017-11-09 11:04:14,2017-11-27,2017-11-09 11:04:14,17 days 12:55:46,17,420.92944444444447,moderado
M4ZoCHID9GI,18.19.05,The Weeknd - Call Out My Name (Official Video),TheWeekndVEVO,10,2018-04-12T16:00:04.000Z,"The|""Weeknd""|""Call""|""Out""|""My""|""Name""",138535053,1493942,44048,57119,https://i.ytimg.com/vi/M4ZoCHID9GI/default.jpg,False,False,False,"Call Out My Name (Official Video)Taken from the album My Dear Melancholy,http://theweeknd.co/mdmYD Connect with The Weeknd:http://www.facebook.com/theweeknd http://instagram.com/theweeknd https://soundcloud.com/theweeknd https://twitter.com/TheWeeknd https://www.theweeknd.com Directed by Grant SingerPRODUCER – Saul GermaineEXECUTIVE PRODUCER – Nina SorianoFor Anonymous ContentDIRECTOR OF PHOTOGRAPHY – Alexis ZabePRODUCTION DESIGNER – Page BucknerEDITOR – Nate Gross for Exile EditCOLORIST – Simon Bourne for FramestoreVFX – The Mill VFX SUPERVISOR – David LawsonVFX CREATIVE DIRECTOR – Becky Porter2D LEAD ARTIST – Jason Bergman3D LEAD ARTIST – David LawsonAUDIO MIXER – Adam Primack for Lime StudiosMusic video by The Weeknd performing Call Out My Name. © 2018 The Weeknd XO, Inc., Manufactured and Marketed by Republic Records, a Division of UMG Recordings, Inc.http://vevo.ly/wvSjbc",GB,2018-05-19,2018-04-12 16:00:04,2018-05-19,2018-04-12 16:00:04,36 days 07:59:56,36,871.9988888888889,lento
Ck4xHocysLw,18.02.06,Ozuna - Única (Video Oficial) 🐻 A U R A,Ozuna,10,2018-04-26T17:52:13.000Z,"Ozuna|""Reggaeton""|""Odisea""|""Odisea The Album""|""Unica""|""Única""",137081637,824296,44012,27109,https://i.ytimg.com/vi/Ck4xHocysLw/default.jpg,False,False,False,DESCARGA Odisea Aqui: http://apple.co/2vX00sTDescarga Odisea The Game:App Store: http://apple.co/2hSmZiOAndroid: http://bit.ly/2uwwJFbFollow Me / Sigueme en: INSTAGRAM: https://www.instagram.com/ozunapr/FACEBOOK: https://www.facebook.com/ozunaprTWITTER: https://twitter.com/ozunaprSPOTIFY: http://spoti.fi/2tzO4ZvAPPLE MUSIC: http://apple.co/2uu3phfManager: Vicente Saavedra: Saavedrabooking@gmail.com | +1-787-444-5678,GB,2018-06-02,2018-04-26 17:52:13,2018-06-02,2018-04-26 17:52:13,36 days 06:07:47,36,870.1297222222222,lento
7C2z4GqqS5E,18.01.06,BTS (방탄소년단) 'FAKE LOVE' Official MV,ibighit,10,2018-05-18T09:00:02.000Z,"BIGHIT|""빅히트""|""방탄소년단""|""BTS""|""BANGTAN""|""방탄""|""FAKE LOVE""|""FAKE_LOVE""|""fake love""",123010920,5613827,206892,1228655,https://i.ytimg.com/vi/7C2z4GqqS5E/default.jpg,False,False,False,"BTS (방탄소년단) 'FAKE LOVE' Official MVDirector : YongSeok Choi (Lumpens)Assistant Director : WonJu Lee, Guzza, HyeJeong Park, MinJe Jeong (Lumpens)Director of Photography : HyunWoo Nam(GDW)Gaffer : HyunSuk Song (Real Lighting)Art Director : JinSil Park Bona Kim (MU:E)Construction Manager : SukKi Song Special Effect : DemolitionBigHit Entertainment. Rights are reserved selectively in the video.Unauthorized reproduction is a violation of applicable laws. Manufactured by BigHit Entertainment, Seoul, KoreaConnect with BTS:http://www.ibighit.com http://twitter.com/BTS_bighit http://twitter.com/BTS_twt https://www.facebook.com/ibighit/http://www.facebook.com/bangtan.officialhttp://instagram.com/BTS.bighitofficialhttp://weibo.com/BTSbighitBU content certified by Big Hit Entertainment",US,2018-06-01,2018-05-18 09:00:02,2018-06-01,2018-05-18 09:00:02,13 days 14:59:58,13,326.99944444444446,moderado
tCXGJQYZ9JA,18.17.04,Taylor Swift - Delicate,TaylorSwiftVEVO,10,2018-03-12T01:15:10.000Z,"Taylor Swift|""Delicate""|""Big""|""Machine""|""Records""|""LLC""|""Pop""",117270304,2161260,133428,175635,https://i.ytimg.com/vi/tCXGJQYZ9JA/default.jpg,False,False,False,Taylor Swift reputation Stadium Tour Tickets are on sale now. Get tickets here: http://taylor.lk/repEvents\n\nMusic video by Taylor Swift performing Delicate. ©2018 Big Machine Label Group LLC\n\nhttp://vevo.ly/hIoRmf,GB,2018-04-17,2018-03-12 01:15:10,2018-04-17,2018-03-12 01:15:10,35 days 22:44:50,35,862.7472222222223,lento
U9BwWKXjVaI,18.13.05,Drake - Nice For What,DrakeVEVO,10,2018-04-07T02:46:31.000Z,"Drake|""Nice""|""For""|""What""|""Young""|""Money""|""Hip""|""Hop""",106147032,1275948,52924,65066,https://i.ytimg.com/vi/U9BwWKXjVaI/default.jpg,False,False,False,Music video by Drake performing Nice For What. © 2018 Young Money/Cash Money Records,GB,2018-05-13,2018-04-07 02:46:31,2018-05-13,2018-04-07 02:46:31,35 days 21:13:29,35,861.2247222222222,lento
au2n7VVGv_c,18.28.04,Post Malone - Psycho ft. Ty Dolla $ign,PostMaloneVEVO,10,2018-03-23T04:00:00.000Z,"Post|""Malone""|""Psycho""|""Universal""|""Records""|""Hip""|""Hop""",105629911,1340938,41651,45784,https://i.ytimg.com/vi/au2n7VVGv_c/default.jpg,False,False,False,"Psycho ft. Ty Dolla $ign (Official Video)\nSong Available Now!\nhttps://PostMalone.lnk.to/psychoYD\n\nMerch Available Here!\nhttps://postmaloneshop.com\n\nFor More Post Malone Info\nhttps://postmalone.com \n\nDirected by James DeFina\nProduced by Ryan Hahn\nEdited by Ben Montemayor\nFor HPLA\n\nMusic video by Post Malone performing Psycho. © 2018 Republic Records, a division of UMG Recordings, Inc.\n\nhttp://vevo.ly/8PYdFB",GB,2018-04-28,2018-03-23 04:00:00,2018-04-28,2018-03-23 04:00:00,35 days 20:00:00,35,860.0,lento
6ZfuNTqbHE8,17.14.12,Marvel Studios' Avengers: Infinity War Official Trailer,Marvel Entertainment,24,2017-11-29T13:26:24.000Z,"marvel|""comics""|""comic books""|""nerdy""|""geeky""|""super hero""|""superhero""|""avengers: infinity war""|""avengers""|""infinity war""|""marvel studios""",100672931,2701353,56313,368739,https://i.ytimg.com/vi/6ZfuNTqbHE8/default.jpg,False,False,False,"There was an idea… Avengers: Infinity War. In theaters May 4.\n\n► Subscribe to Marvel: http://bit.ly/WeO3YJ\n\nFollow Marvel on Twitter: ‪https://twitter.com/marvel\nLike Marvel on FaceBook: ‪https://www.facebook.com/Marvel\n\nFor even more news, stay tuned to:\nTumblr: ‪http://marvelentertainment.tumblr.com/\nInstagram: https://www.instagram.com/marvel\nGoogle+: ‪https://plus.google.com/+marvel\nPinterest: ‪http://pinterest.com/marvelofficial",GB,2017-12-14,2017-11-29 13:26:24,2017-12-14,2017-11-29 13:26:24,14 days 10:33:36,14,346.56,moderado
fGqdIPer-ms,18.24.04,Migos - Walk It Talk It ft. Drake,MigosVEVO,10,2018-03-18T21:49:53.000Z,"Migos|""Walk It""|""Talk It""|""Walk Talk""|""Walk It Talk It""|""Drake""|""Quavo""|""Offset""|""Takeoff""|""Culture""|""Culture II""|""Culture 2""|""Don Cornelius""|""Jamie Foxx""|""Soul Train""",100159686,1339372,67821,73838,https://i.ytimg.com/vi/fGqdIPer-ms/default.jpg,False,False,False,"Listen to Culture II everywhere now: https://Migos.lnk.to/Culture2YD\n\nPurchase exclusive Migos merch featured from their official store: https://Migos.lnk.to/StoreYD\n\nFollow Migos:\nhttps://facebook.com/THEMigosAtl\nhttps://twitter.com/migos\nhttps://instagram.com/migos\n\nCheck out GIFS from this video at: https://giphy.com/Migos\n\nDirector: Daps & Quavo\nProducer: Sara Lacombe\nExecutive Producers: Daps & Sara Lacombe\nSecond Unit Director: Joseph Desrosiers\nDirector of Photography: Corey Jennings\nStylist: Zoe Costello\nBackground Stylist: Rasheeda Ameera\nVideo Commissioner: Sara Lacombe & Kevin Kloecker\n\nMusic video by Migos performing Walk It Talk It. (C) 2018 Quality Control Music, LLC and UMG Recordings, Inc.\n\nhttp://vevo.ly/RJgyLa",GB,2018-04-24,2018-03-18 21:49:53,2018-04-24,2018-03-18 21:49:53,36 days 02:10:07,36,866.1686111111111,lento
